file1 file2 flip runtime used_hanke  
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_11_2 12 0.584000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_12_2 12 0.525000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_1_2 9 0.494000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_2_2 13 0.526000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_3_2 11 0.505000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_4_2 9 0.503000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_5_2 8 0.488000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_6_2 15 0.504000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_7_2 14 0.486000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_8_2 8 0.481000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_9_2 8 0.486000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_10_2 7 0.479000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_11_2 10 0.483000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_12_2 9 0.480000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_1_2 13 0.496000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_2_2 6 0.475000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_3_2 13 0.498000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_4_2 8 0.483000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_5_2 14 0.489000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_6_2 9 0.476000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_7_2 9 0.476000 0
../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_30/s_30_2/triangulation/t_2010_8_2 12 0.480000 0
