file1 file2 flip runtime used_hanke
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_1 193 10.488000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_2 200 10.193000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_3 208 10.499000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_0 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_4 207 10.460000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_2 178 9.964000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_3 200 10.475000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_1 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_4 174 10.690000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_2 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_3 204 10.877000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_2 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_4 209 10.336000 0
../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_3 ../data/random_hod_experiments_paper/n_250_5/set_8/triangulation/t_4 200 10.886000 0
