file1 file2 flip runtime primal_bound
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_11_100 0 300045 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_12_100 0 300059 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_1_100 0 300054 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_2_100 0 300064 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_3_100 0 300045 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_4_100 0 300057 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_5_100 0 300051 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_6_100 0 300042 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_7_100 0 300050 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_8_100 0 300048 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_9_100 0 300062 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_10_100 0 300046 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_11_100 0 300043 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_12_100 0 300049 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_1_100 0 300066 -2147483648
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_2_100 0 300047 -2147483648
