file1 file2 simple eppstein hanke
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_11_100 47 56 57
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_12_100 58 73 82
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_1_100 46 50 53
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_2_100 61 71 74
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_3_100 50 54 56
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_4_100 57 67 72
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_5_100 54 60 64
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_6_100 49 56 59
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_7_100 57 65 70
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_8_100 48 54 56
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_9_100 63 80 87
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_10_100 46 52 56
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_11_100 37 38 40
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_12_100 46 48 49
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_1_100 50 59 67
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_2_100 56 63 65
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_3_100 60 71 72
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_4_100 51 57 59
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_5_100 48 52 54
../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_41/s_41_100/triangulation/t_2010_6_100 50 57 59
