file1 file2 flip runtime used_hanke
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_1 92 6.831000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_2 95 6.720000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_3 94 6.731000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_4 83 6.829000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_2 91 6.768000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_3 82 6.861000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_4 93 6.755000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_3 84 6.834000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_4 87 6.803000 0
../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_3 ../data/random_hod_experiments_paper/n_200_2/set_3/triangulation/t_4 94 6.762000 0
