file1 file2 flip runtime used_hanke  
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_11_2 10 0.900000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_12_2 8 0.395000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_1_2 8 0.383000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_2_2 3 0.388000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_3_2 8 0.391000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_4_2 6 0.381000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_5_2 9 0.382000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_6_2 9 0.380000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_7_2 7 0.378000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_8_2 8 0.375000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_9_2 8 0.379000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_10_2 2 0.371000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_11_2 5 0.374000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_12_2 4 0.368000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_1_2 10 0.379000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_2_2 4 0.390000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_3_2 9 0.381000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_4_2 3 0.372000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_5_2 6 0.375000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_6_2 8 0.371000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_7_2 4 0.381000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_8_2 7 0.372000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2010_9_2 5 0.370000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_10_2 8 0.373000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_11_2 8 0.374000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_12_2 9 0.375000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_1_2 8 0.393000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_2_2 5 0.380000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_3_2 7 0.372000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_4_2 8 0.376000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_5_2 7 0.373000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_6_2 6 0.371000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_7_2 5 0.373000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_8_2 4 0.367000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_10_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2011_9_2 3 0.370000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_11_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_12_2 8 0.381000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_11_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_1_2 8 0.372000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_11_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_2_2 9 0.375000 0
../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_11_2 ../data/sealevel_experiments_paper/s_25/s_25_2/triangulation/t_2009_3_2 8 0.395000 0
