file1 file2 flip runtime used_hanke
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_1 25 1.171000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_2 36 1.292000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_3 31 1.108000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_4 28 1.049000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_2 39 1.641000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_3 32 1.183000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_4 32 1.205000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_3 32 1.028000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_4 38 1.253000 0
../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_9/triangulation/t_4 30 1.284000 0
