file1 file2 flip runtime primal_bound
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 23 0 23
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_12_100 27 0 27
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_1_100 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_2_100 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_3_100 34 0 34
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_4_100 -24 300024 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_5_100 -33 300006 -34
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_6_100 27 0 27
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_7_100 -35 300003 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_8_100 29 0 29
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_9_100 -30 300022 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_10_100 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_11_100 23 0 23
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_12_100 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_1_100 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_2_100 22 0 22
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_3_100 35 0 35
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_4_100 -32 300000 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_5_100 28 0 28
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_6_100 27 0 27
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_7_100 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_8_100 -32 300002 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_9_100 -26 300000 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_12_100 32 0 32
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_1_100 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_2_100 29 0 29
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_3_100 26 0 26
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_4_100 36 0 36
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_5_100 32 0 32
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_6_100 23 0 23
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_7_100 -29 300002 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_8_100 33 0 33
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_9_100 -28 300026 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_10_100 32 0 32
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_11_100 -33 300005 -34
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_12_100 29 0 29
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_1_100 -28 300005 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_2_100 24 0 24
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_3_100 -30 300001 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_4_100 -29 300004 -2147483648
../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_25/s_25_100/triangulation/t_2010_5_100 39 0 39
