file1 file2 flip runtime primal_bound
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 24 0 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_12_5 16 7107 16
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_1_5 15 0 15
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_2_5 20 0 20
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_3_5 -25 300052 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_4_5 10 0 10
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_5_5 -24 300009 -25
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_6_5 -23 300006 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_7_5 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_8_5 19 16461 19
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_9_5 18 0 18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_10_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_11_5 16 19246 16
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_12_5 19 9295 19
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_1_5 14 0 14
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_2_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_3_5 24 49907 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_4_5 20 0 20
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_5_5 24 91057 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_6_5 -18 300011 -20
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_7_5 13 0 13
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_8_5 24 27992 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_9_5 13 0 13
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_10_5 -17 300011 -18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_11_5 -17 300005 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_12_5 18 0 18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_1_5 -17 300010 -18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_2_5 11 0 11
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_3_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_4_5 13 0 13
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_5_5 -16 300028 -18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_6_5 23 0 23
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_7_5 14 0 14
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_8_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_9_5 16 0 16
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_12_5 21 0 21
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_1_5 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_2_5 19 0 19
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_3_5 -27 300011 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_4_5 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_5_5 27 0 27
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_6_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_7_5 26 0 26
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_8_5 23 0 23
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_9_5 26 0 26
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_10_5 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_11_5 29 0 29
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_12_5 18 0 18
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_1_5 20 0 20
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_2_5 29 0 29
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_3_5 24 0 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_4_5 24 0 24
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_5_5 19 44866 19
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_6_5 17 0 17
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_7_5 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_8_5 -20 300013 -22
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_9_5 19 0 19
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_10_5 -28 300004 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_11_5 25 0 25
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_12_5 16 0 16
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_1_5 -30 300005 -2147483648
