file1 file2 flip runtime used_hanke  
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 24 0.880000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_12_5 16 0.665000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_1_5 15 0.574000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_2_5 20 0.670000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_3_5 27 1.039000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_4_5 10 0.537000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_5_5 25 0.609000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_6_5 25 0.891000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_7_5 22 0.677000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_8_5 19 0.713000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_9_5 18 0.641000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_10_5 17 0.598000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_11_5 16 0.819000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_12_5 19 0.610000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_1_5 14 0.529000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_2_5 17 0.661000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_3_5 24 0.751000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_4_5 20 0.589000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_5_5 24 0.892000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_6_5 20 0.776000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_7_5 13 0.563000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_8_5 24 1.062000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2010_9_5 13 0.654000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_10_5 18 0.943000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_11_5 19 0.923000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_12_5 18 0.681000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_1_5 18 1.075000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_2_5 11 0.567000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_3_5 17 0.525000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_4_5 13 0.514000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_5_5 18 0.940000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_6_5 23 0.824000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_7_5 14 0.535000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_8_5 17 0.647000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2011_9_5 16 0.531000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_12_5 21 0.983000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_1_5 22 1.188000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_2_5 19 1.099000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_3_5 30 1.619000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_4_5 22 0.938000 0
../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_30/s_30_5/triangulation/t_2009_5_5 27 1.618000 0
