file1 file2 flip runtime primal_bound
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_11_100 -34 300031 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_12_100 -28 300031 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_1_100 29 0 29
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_2_100 37 0 37
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_3_100 -29 300047 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_4_100 -31 300034 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_5_100 -46 300031 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_6_100 -40 300034 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_7_100 -44 300030 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_8_100 -33 300025 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_9_100 -34 300049 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_10_100 -30 300007 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_11_100 22 0 22
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_12_100 41 0 41
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_1_100 -29 300043 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_2_100 26 0 26
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_3_100 36 0 36
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_4_100 29 0 29
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_5_100 34 0 34
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_6_100 -40 300063 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_7_100 28 0 28
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_8_100 -40 300031 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2010_9_100 -25 300008 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_12_100 -35 300033 -2147483648
../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_11_100 ../data/sealevel_experiments_paper/s_30/s_30_100/triangulation/t_2009_1_100 -42 300032 -2147483648
