file1 file2 flip heuristic runtime closed open count_e count_s
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 23 23 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_12_5 18 18 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_1_5 18 18 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_2_5 22 22 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_3_5 20 20 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_4_5 10 10 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_5_5 22 22 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_6_5 20 19 61 2887 101782 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_7_5 22 22 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_8_5 15 15 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_9_5 24 24 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_10_5 18 18 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_11_5 15 14 15 868 30326 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_12_5 16 16 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_1_5 17 17 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_2_5 12 12 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_3_5 27 25 13883 402438 10752697 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_4_5 19 19 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_5_5 19 19 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_6_5 19 18 107 5380 175149 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_7_5 11 11 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_8_5 24 24 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_9_5 17 17 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_10_5 24 24 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_11_5 17 16 18 978 35519 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_12_5 23 23 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_1_5 19 18 44 2405 80389 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_2_5 9 9 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_3_5 19 18 20 1158 38866 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_4_5 11 11 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_5_5 15 15 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_6_5 21 21 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_7_5 16 16 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_8_5 15 15 0 0 0 0 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_9_5 14 14 0 0 0 0 0
