file1 file2 simple eppstein hanke
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 23 23 23
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_12_5 18 18 18
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_1_5 18 18 18
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_2_5 22 22 22
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_3_5 20 20 20
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_4_5 10 10 10
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_5_5 22 22 22
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_6_5 19 19 20
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_7_5 22 22 22
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_8_5 15 15 15
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_9_5 24 24 24
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_10_5 18 18 18
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_11_5 14 14 15
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_12_5 16 16 16
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_1_5 17 17 17
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_2_5 12 12 12
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_3_5 25 25 27
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_4_5 19 19 19
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_5_5 19 19 19
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_6_5 18 18 19
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_7_5 11 11 11
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_8_5 24 24 24
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_9_5 17 17 17
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_10_5 24 24 24
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_11_5 16 16 17
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_12_5 23 23 23
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_1_5 18 18 19
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_2_5 9 9 9
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_3_5 18 18 19
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_4_5 11 11 11
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_5_5 15 15 15
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_6_5 21 21 21
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_7_5 16 16 16
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_8_5 15 15 15
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_9_5 14 14 14
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_12_5 26 26 26
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_1_5 25 25 26
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_2_5 13 13 13
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_3_5 21 21 22
