file1 file2 flip runtime used_hanke  
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_11_5 23 0.810000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_12_5 18 0.682000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_1_5 18 0.990000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_2_5 22 0.738000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_3_5 20 0.675000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_4_5 10 0.607000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_5_5 22 0.706000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_6_5 20 1.085000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_7_5 22 0.733000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_8_5 15 0.609000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_9_5 24 1.129000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_10_5 18 0.645000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_11_5 15 0.645000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_12_5 16 0.666000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_1_5 17 0.591000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_2_5 12 0.571000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_3_5 27 1.220000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_4_5 19 1.034000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_5_5 19 0.669000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_6_5 19 0.696000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_7_5 11 0.590000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_8_5 24 0.866000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2010_9_5 17 0.692000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_10_5 24 1.382000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_11_5 17 0.722000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_12_5 23 0.636000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_1_5 19 0.774000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_2_5 9 0.585000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_3_5 19 1.049000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_4_5 11 0.643000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_5_5 15 0.690000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_6_5 21 0.689000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_7_5 16 0.677000 0
../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_35/s_35_5/triangulation/t_2011_8_5 15 0.614000 0
