file1 file2 flip runtime used_hanke
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_1 77 4.696000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_2 76 4.301000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_3 62 4.378000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_0 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_4 74 4.277000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_2 75 4.316000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_3 73 4.292000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_4 77 4.283000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_3 65 4.299000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_4 73 4.333000 0
../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_3 ../data/random_hod_experiments_paper/n_150_2/set_1/triangulation/t_4 72 4.278000 0
