file1 file2 flip runtime closed open
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_11_100 -1 304909 14591547 76181966
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_12_100 -1 300000 14839581 77481546
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_1_100 -1 300000 15185302 76983880
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_2_100 -1 300000 15387293 78789231
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_3_100 -1 300000 15063469 77373037
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_4_100 -1 300000 15437476 76316575
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_5_100 -1 300513 15392170 76181964
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_6_100 -1 300000 15860967 77574795
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_7_100 -1 300000 15103610 77252842
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_8_100 -1 300000 15355101 76573399
../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_10_100 ../data/sealevel_experiments_paper/s_35/s_35_100/triangulation/t_2009_9_100 -1 300000 15342067 76975706
